source,Judul,Penulis,No. ISBN,Penerbit,Tanggal terbit,Jumlah Halaman,Berat,Jenis Cover,Dimensi(L x P),Kategori,Bonus,Text Bahasa,Lokasi Stok,Buku sejenis lainnya
https://www.bukukita.com/Masakan-dan-Makanan/Resep-Masakan/106605-Aneka-Olahan-Bebek.html,"Aneka Olahan Bebek (Enak, Renyah & Gurih) BK",,9786021804728,IKHLAS MEDIA,September - 2012,-,30 gr,Soft Cover,-,Resep Masakan,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=2644,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/122391-Mushaf-Al-ikhkas-BK.html,Mushaf Al-ikhkas BK,,-,IKHLAS MEDIA,Februari - 2014,-,900 gr,Hard Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1199,,,,,,,,,,,,,,
https://www.bukukita.com/Humor/Umum/138318-FAK!-Frequently-Asked-Kuestions.html,FAK! - Frequently Asked Kuestions (Disc 50%),,9786022201687,Bukune,Oktober - 2015,144,125 gr,Soft Cover,-,Umum,Bonus Paper Doll,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=541,,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Petualangan/106995-Sekolah-Sambil-Berpetualang-:-Berani-berpetualang-di-Luar-Kelas.html,Sekolah Sambil Berpetualang : Berani berpetualang di Luar Kelas,,9786029682816,Oncor Semesta Publisher,2010,150,150 gr,Soft Cover,-,Petualangan,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/160016-Success-Guaranteed:-Garansi-Sukses-Di-Bisnis-MLM.html,Success Guaranteed: Garansi Sukses Di Bisnis MLM,,9786020956763,MIC,November - 2018,-,260 gr,Soft Cover,-,Bisnis-Investasi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/167332-Ishmatul-Anbiya:-Misi-Tanpa-Salah-Para-Pembawa-Risalah.html,Ishmatul Anbiya: Misi Tanpa Salah Para Pembawa Risalah,,9786237163404,Alifia Books,Februari - 2021,225,200 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=53,,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Sejarah-Fiksi/168228-Buku-The-Horde:-Bagaimana-Sebuah-Gerombolan-Pengembara-Mengubah-Sejarah-Dunia.html,Buku The Horde: Bagaimana Sebuah Gerombolan Pengembara Mengubah Sejarah Dunia,,9786232201156,Alvabet,Oktober - 2021,480,500 gr,soft cover,-,Sejarah Fiksi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=254,,,,,,,,,,,,,,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kepemimpinan/80106-Success-101-:-Hal-Hal-yang-Harus-Diketahui-Oleh-Para-Pemimpin.html,Success 101 : Hal-Hal yang Harus Diketahui Oleh Para Pemimpin,,9786028482912,MIC,Mei - 2010,-,250 gr,Hard Cover,-,Kepemimpinan,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=54,,,,,,,,,,,,,,
